Format Version,1.23,Take Name,Squaretest 2023-02-09 10.56.53 AM_003,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-02-09 11.15.00.872 A.M.,Capture Start Frame,12964338,Total Frames in Take,4160,Total Exported Frames,4160,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Robot,Robot,Robot,Robot,Robot,Robot
,ID,"9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
284,2.366667,0.010740,0.008933,0.000524,270.297485,98.205681,239.640106
285,2.375000,0.071700,-0.055655,-0.218036,270.400879,98.523727,239.664886
286,2.383333,0.136010,-0.013116,-0.140458,270.401215,98.417625,239.660034
287,2.391667,0.006265,0.003731,-0.007427,270.296692,98.208221,239.637466
288,2.400000,0.071528,-0.052307,-0.145530,270.365417,98.493164,239.632385
289,2.408333,0.133817,-0.011966,-0.141413,270.393860,98.420265,239.667862
290,2.416667,0.005602,0.002835,0.000142,270.294525,98.207405,239.642242
291,2.425000,-0.057213,-0.000237,-0.005524,270.302582,98.290092,239.583221
292,2.433333,-0.121143,-0.045765,-0.080691,270.309357,98.395042,239.580215
293,2.441667,0.068133,-0.060754,-0.218504,270.394531,98.532478,239.660904
294,2.450000,0.007844,-0.036103,-0.005746,270.259857,98.195740,239.666031
295,2.458333,0.005469,0.001731,-0.003553,270.290680,98.206612,239.646362
296,2.466667,-0.063801,-0.039532,-0.078975,270.298737,98.316978,239.642303
297,2.475000,0.009339,0.005047,-0.000059,270.291504,98.207947,239.640396
298,2.483333,0.005969,0.006276,-0.001104,270.295410,98.210846,239.635880
299,2.491667,-0.062287,-0.041623,-0.081322,270.296692,98.322685,239.642471
